sku(必填),平台SKU,识别码,中文名称,英文名称,分类ID,图片URL,商品净重（g）,采购参考价（RMB）,采购员,长(cm),宽(cm),高(cm),来源url（超始值为：http://）,备注,英文报关,中文报关,申报重量（g）,申报金额（USD）,危险运输品,材质,用途,海关编码,开发员,销售方式,创建时间
6933910412066,6933910412066,,佳翼 M2 NVME双盘阵列硬盘盒 型号：双盘586R-温控版,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744396429025/0/20260303083732/0b5ad80ec597f6b490af66804eceb9c0.jpg,177,163.0,无,19,16,4,,,SSD enclosure,硬盘盒,1,5,0,,,8473309000,,售卖品,2026-01-22 13:38:59
1374DZ,1374DZ,,酷冷战舰 黑色 全中性 定制螺丝 不要螺丝刀,,1128549,,0,9.8,无,0,0,0,,,,,0,0,0,,,,,售卖品,2026-01-22 08:46:00
PD30WUSB,PD30WUSB,,PD30W 快充数据线 1米,,1128549,,0,1.9,无,0,0,0,,,,,0,0,0,,,,JEYI2022,售卖品,2026-01-13 15:28:59
PDEU30W,PDEU30W,,欧规 PD快充套装 TYPE-C口快充适配器 带TYPE-C快充线,,1128549,,59,16.0,无,0,0,0,,,,,0,0,0,,,,JEYI2022,售卖品,2026-01-13 15:27:37
PDUS30W,PDUS30W,,美规 PD快充套装 TYPE-C口快充适配器 带TYPE-C快充线,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744381237509/0/20260310101937/d2acdd70c86a1fa3ccb159e21a8fbff7.jpg,59,16.0,无,0,0,0,,,,,0,0,0,,,,JEYI2022,售卖品,2026-01-13 15:25:00
50 1890 100,50 1890 100,,PCIE5.0 X16显卡延长线(180度 1890) 100CM 黑色 型号: PCIE50X161890BK100,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744381044941/0/20260113114606/6f9de7c5639cba54f4753d8ae6077902.jpg,0,255.0,无,0,0,0,,,,,0,0,0,,,,JYcangku001,售卖品,2026-01-13 11:46:06
50 1890 90,50 1890 90,,PCIE5.0 X16显卡延长线(180度 1890) 90CM 黑色 型号: PCIE50X161890BK90,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744381044935/0/20260113114606/565eba002e5d4f4ef1caa551e402081a.jpg,0,235.0,无,0,0,0,,,,,0,0,0,,,,JYcangku001,售卖品,2026-01-13 11:46:06
50 1890 80,50 1890 80,,PCIE5.0 X16显卡延长线(180度 1890) 80CM 黑色 型号: PCIE50X161890BK80,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744381044929/0/20260113114606/d8d1f2fbe43856ef99e17778472146bd.jpg,0,215.0,无,0,0,0,,,,,0,0,0,,,,JYcangku001,售卖品,2026-01-13 11:46:06
50 1890 70,50 1890 70,,PCIE5.0 X16显卡延长线(180度 1890) 70CM 黑色 型号: PCIE50X161890BK70,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744381044923/0/20260113114606/9394963cca83f2c5afeaac0d3fb4f220.jpg,0,195.0,无,0,0,0,,,,,0,0,0,,,,JYcangku001,售卖品,2026-01-13 11:46:06
50 1890 100W,50 1890 100W,,PCIE5.0 X16显卡延长线(180度 1890) 100CM 白色 型号: PCIE50X161890WT100,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744381044917/0/20260113114606/059b673522c16d459110930bd76879cd.jpg,0,255.0,无,0,0,0,,,,,0,0,0,,,,JYcangku001,售卖品,2026-01-13 11:46:06
50 1890 90W,50 1890 90W,,PCIE5.0 X16显卡延长线(180度 1890) 90CM 白色 型号: PCIE50X161890WT90,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744381044911/0/20260113114606/ab80377670b97ffa6a1733d0f17c741c.jpg,0,235.0,无,0,0,0,,,,,0,0,0,,,,JYcangku001,售卖品,2026-01-13 11:46:06
50 1890 80W,50 1890 80W,,PCIE5.0 X16显卡延长线(180度 1890) 80CM 白色 型号: PCIE50X161890WT80,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744381044903/0/20260113114606/9132557ef66dcf00e99557ed0e890556.jpg,0,215.0,无,0,0,0,,,,,0,0,0,,,,JYcangku001,售卖品,2026-01-13 11:46:06
50 1890 70W,50 1890 70W,,PCIE5.0 X16显卡延长线(180度 1890) 70CM 白色 型号: PCIE50X161890WT70,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744381044893/0/20260113114606/89a56f003c19fe034a11e53dd3206630.jpg,0,195.0,无,0,0,0,,,,,0,0,0,,,,JYcangku001,售卖品,2026-01-13 11:46:06
6933910423628,6933910423628,,PCIe 5.0 X16增高卡 180°（ 1827 ） 90向下 型号：ZX51827,,1128549,,34.2,45.0,无,20,11,1,,,,,0,0,0,,,,JEYI2022,售卖品,2026-01-09 17:47:09
6933910423611,6933910423611,,PCIe 5.0 X16增高卡 180° （ 1890 ）90向上 型号：ZX51890,,1128549,,0,45.0,无,0,0,0,,,,,0,0,0,,,,JEYI2022,售卖品,2026-01-09 17:46:57
6933910423604,6933910423604,,PCIE4.0 X1显卡延长线(90度 9090) 5CM 黑色 双线版本 型号: PCIE40SX19090BK05,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744376829873/0/20260113163523/8029098939e362021146a27c940fb30e.jpg,72,22.0,无,20,17,5,,,,,0,0,0,,,,JEYI2022,售卖品,2026-01-08 14:38:16
50 1890 60W,50 1890 60W,,PCIE5.0 X16显卡延长线(180度 1890) 60CM 白色 型号: PCIE50X161890WT60,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744375966381/0/20260107101239/96f7f33533fb56e8fadba6d05eda4640.jpg,260.5,180.0,无,0,0,0,,,PCIE riser cable,PCIE 延长线,250,24,0,,,8471800000,JEYI2022,售卖品,2026-01-07 10:12:38
50 1890 50W,50 1890 50W,,PCIE5.0 X16显卡延长线(180度 1890) 50CM 白色 型号: PCIE50X161890WT50,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744375966109/0/20260107101201/48584029ef8d9e829f1fc3570098971f.jpg,0,165.0,无,0,0,0,,,PCIE riser cable,PCIE 延长线,230,22,0,,,8471800000,JEYI2022,售卖品,2026-01-07 10:12:01
50 1890 40W,50 1890 40W,,PCIE5.0 X16显卡延长线(180度 1890) 40CM 白色 型号: PCIE50X161890WT40,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744375964853/0/20260107101126/64df2391a3b2122dd7147d7ce42f2bc8.jpg,273,150.0,无,0,0,0,,,PCIE riser cable,PCIE 延长线,220,20,0,,,8471800000,JEYI2022,售卖品,2026-01-07 10:11:26
50 1890 60,50 1890 60,,PCIE5.0 X16显卡延长线(180度 1890) 60CM 黑色 型号: PCIE50X161890BK60,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744375963505/0/20260107101027/b04a66107267cc1aa559ea7914996447.jpg,0,180.0,无,0,0,0,,,PCIE riser cable,PCIE 延长线,270,24,0,,,8471800000,JEYI2022,售卖品,2026-01-07 10:10:13
50 1890 50,50 1890 50,,PCIE5.0 X16显卡延长线(180度 1890) 50CM 黑色 型号: PCIE50X161890BK50,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744375962741/0/20260107100920/867f0df31cb455465df0fb288d8b5035.jpg,0,165.0,无,0,0,0,,,PCIE riser cable,PCIE 延长线,250,22,0,,,8471800000,JEYI2022,售卖品,2026-01-07 10:09:20
50 1890 40,50 1890 40,,PCIE5.0 X16显卡延长线(180度 1890) 40CM 黑色 型号: PCIE50X161890BK40,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744375961545/0/20260107100804/7773364700888fae4c4fffb908b6dbbc.jpg,0,150.0,无,0,0,0,,,PCIE riser cable,PCIE 延长线,230,20,0,,,8471800000,JEYI2022,售卖品,2026-01-07 10:08:04
6933910412042,6933910412042,,佳翼 M.2 NVME双盘拆分转接卡 型号：海燕2号5.0-灰色,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744371310671/0/20260116102206/0b6f89ea5322099144f9d7524479a0d3.jpg,266.2,71.5,无,22,18,5,,,PCIE adapter,PCIE 转接卡,260,5,0,,,8471800000,JEYI2022,售卖品,2025-12-31 13:51:27
6933910423598,6933910423598,,PCIE4.0 X1显卡延长线(90度 9090) 50CM 黑色 双线版本 型号: PCIE40SX19090BK50,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744370759175/0/20260113163542/c4a2c9b00b96df2530ffdf1d92324c80.jpg,162.2,41.0,无,28,24,7,,,PCIE riser cable,PCIE 延长线,1,7,0,,,8471800000,JEYI2022,售卖品,2025-12-30 16:14:06
6933910423581,6933910423581,,PCIE4.0 X1显卡延长线(90度 9090) 40CM 黑色 双线版本 型号: PCIE40SX19090BK40,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744370757395/0/20260113163554/32a9a241aa99232f695e828e0ee1d772.jpg,155,37.0,无,28,24,7,,,PCIE riser cable,PCIE 延长线,1,6,0,,,8471800000,JEYI2022,售卖品,2025-12-30 16:13:25
6933910423574,6933910423574,,PCIE4.0 X1显卡延长线(90度 9090) 30CM 黑色 双线版本 型号: PCIE40SX19090BK30,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744370756405/0/20260113163601/973a4f42e6690b29d935fb07e154a72d.jpg,152,33.0,无,28,24,7,,,PCIE riser cable,PCIE 延长线,1,5,0,,,,JEYI2022,售卖品,2025-12-30 16:13:01
6933910423567,6933910423567,,PCIE4.0 X1显卡延长线(90度 9090) 25CM 黑色 双线版本 型号: PCIE40SX19090BK25,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744370755677/0/20260113163609/5a70c97bd9b7de58d3dd7012c1f4a709.jpg,118.5,31.0,无,28,24,7,,,PCIE riser cable,PCIE 延长线,1,5,0,,,8471800000,JEYI2022,售卖品,2025-12-30 16:12:41
6933910423550,6933910423550,,PCIE4.0 X1显卡延长线(90度 9090) 20CM 黑色 双线版本 型号: PCIE40SX19090BK20,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744370755003/0/20260113163619/07fd3988b979f5d4af79d605305c3f21.jpg,142,29.0,无,28,24,7,,,PCIE riser cable,PCIE 延长线,1,4,0,,,8471800000,JEYI2022,售卖品,2025-12-30 16:12:19
6933910423543,6933910423543,,PCIE4.0 X1显卡延长线(90度 9090) 15CM 黑色 双线版本 型号: PCIE40SX19090BK15,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744370753597/0/20260113163627/337d5fe2210814d41a43d42cf88be81c.jpg,80.2,27.0,无,28,24,7,,,PCIE riser cable,PCIE 延长线,1,3,0,,,8471800000,JEYI2022,售卖品,2025-12-30 16:11:42
6933910423536,6933910423536,,PCIE4.0 X1显卡延长线(90度 9090) 10CM 黑色 双线版本 型号: PCIE40SX19090BK10,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744370749215/0/20260113163634/4940fc939f4012b627ea174a5d4bbfe9.jpg,76.4,25.0,无,20,17,5,,,PCIE riser cable,PCIE 延长线,1,2,0,,,8471800000,JEYI2022,售卖品,2025-12-30 16:08:34
DZ X1 180180 90CM,DZ X1 180180 90CM,,双线版本180-180° PCIEX1 4.0  90CM,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744367352593/0/20260107145503/b3341872240ecfc011477911bd8c18c2.jpg,0,78.0,无,0,0,0,,,,,0,0,0,,,,JEYI2022,售卖品,2025-12-25 16:41:51
6933910423529,6933910423529,,适合两/三卡位 显卡竖装加长支架 白色  型号：V2BKPRO-WT,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744365212483/0/20260225174600/f125535e837c063a613acb0906f5b15d.jpg,574,35.0,无,30,10.1,3.1,,,GPU brace,显卡支架,587,3,0,,,8473309000,JEYI2022,售卖品,2025-12-24 09:11:07
6933910423512,6933910423512,,PCIE5.0 X16显卡延长线(180度 1818) 40CM 白色 型号: PCIE50X161818WT40,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744364724387/0/20260225161925/fd8276944675db0904306944ea5eb058.jpg,275,150.0,无,0,0,0,,,PCIE riser cable,PCIE 延长线,230,14,0,,,8471800000,JEYI2022,售卖品,2025-12-23 14:22:39
6933910423505,6933910423505,,PCIE5.0 X16显卡延长线(180度 1818) 30CM 白色 型号: PCIE50X161818WT30,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744364723791/0/20260225161938/c4b3f4c554f142bfdf5f554dd843fd24.jpg,242,140.0,无,28,16,4.5,,,PCIE riser cable,PCIE 延长线,210,12,0,,,8471800000,JEYI2022,售卖品,2025-12-23 14:22:14
6933910423499,6933910423499,,PCIE5.0 X16显卡延长线(180度 1818) 20CM 白色 型号: PCIE50X161818WT20,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744364722143/0/20260225161947/73c6f9920d029c8e785383b61c28b44e.jpg,214,98.0,无,30,19,5,,,PCIE riser cable,PCIE 延长线,200,10,0,,,8471800000,JEYI2022,售卖品,2025-12-23 14:21:49
6933910423482,6933910423482,,PCIE5.0 X16显卡延长线(180度 1818) 40CM 黑色 型号: PCIE50X161818BK40,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744364717407/0/20260225162000/d2e5fbb17340a5642cb14381d6e730b4.jpg,273,150.0,无,30,19,5,,,PCIE riser cable,PCIE 延长线,230,14,0,,,8471800000,JEYI2022,售卖品,2025-12-23 14:21:22
6933910423475,6933910423475,,PCIE5.0 X16显卡延长线(180度 1818) 30CM 黑色 型号: PCIE50X161818BK30,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744364712711/0/20260225162023/8a96f2634a3ec011a5a055c4808628df.jpg,244,140.0,无,27,18,5,,,PCIE riser cable,PCIE 延长线,220,12,0,,,,JEYI2022,售卖品,2025-12-23 14:20:57
6933910423468,6933910423468,,PCIE5.0 X16显卡延长线(180度 1818) 20CM 黑色 型号: PCIE50X161818BK20,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744364701329/0/20260225162048/027efed8208bd30c24e1e572896d5e98.jpg,213,98.0,无,28,16,5,,,PCIE riser cable,PCIE 延长线,210,10,0,,,8471800000,JEYI2022,售卖品,2025-12-23 14:19:57
DZYCX,DZYCX,,PCIE5.0 X16显卡延长线(180度 1818) 18.5CM 黑色,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744364654747/0/20260107145659/3dcba1bf6d7f2b98c38a97180c71fcc7.jpg,0,98.0,无,0,0,0,,,,,0,0,0,,,,JEYI2022,售卖品,2025-12-23 14:13:29
6933910423451,6933910423451,,PCIe 4.0 X1 转苹果SSD延长线 带磁铁 黑色15CM 型号: PCIE40X1AHCI15,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744359230227/0/20260107145643/f82f0d0657b501db9777ebf53e7df4e9.jpg,88.2,25.0,无,20,19,4,,,PCIE riser cable,PCIE 延长线,93,3,0,,,8471800000,JEYI2022,售卖品,2025-12-18 11:24:52
6933910423444,6933910423444,,PCIe 4.0 X1 转苹果SSD延长线 带磁铁 黑色10CM 型号: PCIE40X1AHCI10,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744359219493/0/20260107150003/1026d59f7243712e080eed4dc1d2325e.jpg,86.8,24.0,无,20,19,5,,,PCIE riser cable,PCIE 延长线,90,3,0,,,8471800000,JEYI2022,售卖品,2025-12-18 11:21:45
6933910423437,6933910423437,,PCIE4.0 X1显卡延长线(90度 9090) 15CM 白色 带磁铁 型号: PCIE40X19090CBK15,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744359141467/0/20251225165259/a643500ac1bd9fe3634a4ff1a2df32cc.jpg,77,15.0,无,19,6,3,,,PCIE riser cable,PCIE 延长线,83,2,0,,,8471800000,JEYI2022,售卖品,2025-12-18 11:03:04
6933910423420,6933910423420,,PCIE4.0 X1显卡延长线(90度 9090) 10CM 白色 带磁铁 型号: PCIE40X19090CBK10,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744359139089/0/20251225165249/28db9b930f9f9abd78b3dcf67697f5df.jpg,74,14.0,无,19,6,3,,,PCIE riser cable,PCIE 延长线,80,2,0,,,8471800000,JEYI2022,售卖品,2025-12-18 11:02:32
6933910423413,6933910423413,,PCIE4.0 X1显卡延长线(90度 9090) 5CM 白色 带磁铁 型号: PCIE40X19090CBK05,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744359137485/0/20251225165240/5f719e626c1577dd282ec964c9382e82.jpg,70,13.0,无,19,6,3,,,PCIE riser cable,PCIE 延长线,75,1,0,,,8471800000,JEYI2022,售卖品,2025-12-18 11:02:01
6933910423406,6933910423406,,PCIE4.0 X1显卡延长线(90度 9090) 15CM 白色 型号: PCIE40X19090WT15,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744359131783/0/20251225165226/11f82bc142a1dab8a0547b14615db793.jpg,67,14.5,无,19,6,3,,,PCIE riser cable,PCIE 延长线,71,2,0,,,8471800000,JEYI2022,售卖品,2025-12-18 11:01:01
6933910423390,6933910423390,,PCIE4.0 X1显卡延长线(90度 9090) 10CM 白色 型号: PCIE40X19090WT10,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744359128205/0/20251225165216/ef7c3862b0a07508e07df0e18bd3c90a.jpg,0,13.5,无,19,6,3,,,PCIE riser cable,PCIE 延长线,70,2,0,,,8471800000,JEYI2022,售卖品,2025-12-18 11:00:38
6933910423383,6933910423383,,PCIE4.0 X1显卡延长线(90度 9090) 5CM 白色 型号: PCIE40X19090WT05,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744359122089/0/20251225165205/3b3751e07d24920c0900b394dd3a2b32.jpg,61,12.5,无,19,6,3,,,PCIE riser cable,PCIE 延长线,69,1,0,,,8471800000,JEYI2022,售卖品,2025-12-18 10:59:50
6933910423376,6933910423376,,PCIE3.0 X1显卡延长线(90度 9090) 15CM 白色 型号: PCIE30X19090WT15,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744359117667/0/20251225165148/494cd9e443d253a63fff68edce9fbab3.jpg,0,9.0,无,19,6,3,,,PCIE riser cable,PCIE 延长线,70,2,0,,,8471800000,JEYI2022,售卖品,2025-12-18 10:58:25
6933910423369,6933910423369,,PCIE3.0 X1显卡延长线(90度 9090) 10CM 白色 型号: PCIE30X19090WT10,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744359107549/0/20251225165139/15b70d40ab108c68359085faf2cb79cb.jpg,0,8.0,无,19,6,3,,,PCIE riser cable,PCIE 延长线,69,1,0,,,8471800000,JEYI2022,售卖品,2025-12-18 10:56:21
6933910423352,6933910423352,,PCIE3.0 X1显卡延长线(90度 9090) 5CM 白色 型号: PCIE30X19090WT05,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744359099889/0/20251225165128/b5fa2ba95805365d7c0aef18fbf484f5.jpg,66,7.5,无,19,6,3,,,PCIE riser cable,PCIE 延长线,84,1,0,,,8471800000,JEYI2022,售卖品,2025-12-18 10:54:42
6933910423345,6933910423345,,PCIE3.0 X1显卡延长线(90度 9090) 15CM 白色 带磁铁 型号: PCIE30X19090CWT15,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744359091317/0/20251218105320/29f32861df503b6080cb17f9fd42a271.jpg,71,9.5,无,19,6,3,,,PCIE riser cable,PCIE 延长线,83,1,0,,,8471800000,JEYI2022,售卖品,2025-12-18 10:53:20
6933910423338,6933910423338,,PCIE3.0 X1显卡延长线(90度 9090) 5CM 白色 带磁铁 型号: PCIE30X19090CWT05,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744359087747/0/20251218105246/9894cefcfe8a607e9c3694e915a6adc6.jpg,68,8.0,无,19,6,3,,,PCIE riser cable,PCIE 延长线,76,1,0,,,8471800000,JEYI2022,售卖品,2025-12-18 10:52:46
HYDZ,HYDZ,,2.5英寸硬盘盒 黑鹰2530 定制,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744358969029/0/20260107150245/180bd622020f42b086f56869a62a67f3.jpg,0,16.92,无,0,0,0,,,,,0,0,0,,,,JEYI2022,售卖品,2025-12-18 10:04:43
6933910423321,6933910423321,,PCIe 5.0 X16增高卡 180° （ 1818 ）型号：ZX51818,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744357236495/0/20260107150433/d6feaaf012df79f1352825f0c38e9739.jpg,60,45.0,无,18,16,6,,,PCIe Riser Card,PCIe 转接卡,20,7,0,,,8473309000,JEYI2022,售卖品,2025-12-16 14:45:33
SK1DZBZ,SK1DZBZ,,定制包装,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744352454157/0/20260107150229/479e61b13e0cf6a9e0def1b5603e1633.jpg,0,0.7,无,0,0,0,,,,,0,0,0,,,,,售卖品,2025-12-12 14:13:03
6933910411854,6933910411854,,佳翼 M2转6口ASTA转接卡 型号：PR02,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744340210701/0/20260225163224/dbc2328e61e0384a1511b7afb809d8fc.jpg,42.6,74.0,无,13,8,2.6,,,SATA Array Card,SATA阵列卡,42,5,0,,,8471800000,,售卖品,2025-11-28 14:28:27
6933910411830,6933910411830,,佳翼 PCI-E X4转接卡 M2*9 SATA盘位 型号：P609,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744339067267/0/20260127110610/7134f5f79963aefa80b78e9b1a1ada88.jpg,196,170.0,无,26.3,11.5,3.2,,,PCIE adapter,PCIE 转接卡,196,6,0,,,8471800000,,售卖品,2025-11-27 09:53:29
6933910411823,6933910411823,,佳翼 M.2转PCI-E X4 转接板 型号：B510 转接板,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744339065361/0/20260127110641/2bd995cbf1ff234275d6ff3d42dfa6f7.jpg,50,14.0,无,14,13,3,,,PCIE adapter,PCIE 转接卡,69,5,0,,,8471800000,,售卖品,2025-11-27 09:51:49
6933910410437,6933910410437,,佳翼 m.2 msata 三合一PCIE转接卡 型号：P583裸卡,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744339058457/0/20260107150518/7ec618e3a1a38510f4657fecb8d31e3b.jpg,135,25.0,无,22,7.5,3,,,PCIE adapter,PCIE 转接卡,131,5,0,,,8471800000,,售卖品,2025-11-27 09:45:58
6933910410093,6933910410093,,佳翼 M.2 NVME转PCI-E 5.0 转接卡 型号：P568,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744339055431/0/20260306092315/c8cd7e0e7c83aefa6b9e64b146b5a06d.jpg,26.4,14.0,无,13,10,1,,,PCIE adapter,PCIE 转接卡,26,1,0,,,8471800000,,售卖品,2025-11-27 09:43:54
6933910411861,6933910411861,,佳翼 PCI-E 5.0 X4 公对公转接卡 转接板 型号：P658,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744339052889/0/20260225161023/b36b063025e400c8e5438f426232e2bc.jpg,10.2,2.8,无,13,8,1,,,PCIE adapter,PCIE 转接卡,10,1,0,,,8471800000,,售卖品,2025-11-27 09:41:56
6933910411847,6933910411847,,佳翼 SATA公转2510 4pin 母供电线 型号：ST-2510M,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744339045023/0/20260129104739/831a9296d5ee8dfcd96a496dce629ddc.jpg,20,2.0,无,17,12.8,1,,,power supply line,供电线,20,1,0,,,8536901100,,售卖品,2025-11-27 09:34:51
6933910423314,6933910423314,,RAGEER锐戟 M.2 NVME 双盘拆分卡 型号：RZ004,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744337578907/0/20251219134225/e051df6f0087b0e61aa1ab5099ab730f.jpg,116,29.0,无,21,10,3.1,,,PCIE adapter,PCIE 转接卡,115,3,0,,,8471800000,,售卖品,2025-11-25 09:48:11
6933910411793,6933910411793,,佳翼 PCI-E 5.0 四盘拆分卡 型号：P631-Pro铝壳,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744335453299/0/20260408113517/756f830facccb9aa3c948ce27f490385.jpg,249,85.0,无,27,19,5,,,PCIE adapter,PCIE 转接卡,200,10,0,,,8471800000,JEYI2022,售卖品,2025-11-21 14:48:56
6933910411762,6933910411762,,佳翼 PCI-E 5.0 四盘拆分卡 型号：P637-四盘裸卡,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744335450979/0/20260415105239/d27f450be0990c0d1990e9100e74d445.jpg,107.4,50.0,无,19,17,4,,,PCIE adapter,PCIE 转接卡,107,5,0,,,8471800000,JEYI2022,售卖品,2025-11-21 14:46:43
D1TO4FXQ,D1TO4FXQ,,【千兆 合金版】网络分配器 一分四 同时上网,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744320335977/0/20251119090245/0ef3da091c0286eaee1201012b0c3a2a.jpg,133,25.8,无,16.5,8.1,2.5,,,ethernet splitter,网络分线器,100,3,0,,,,JEYI2022,售卖品,2025-11-14 09:25:05
